from,to,start,end
STL,ORD,1353412560,1353416940
CLE,PHL,1353411720,1353416160
CLT,ORF,1353459300,1353463620
LGA,DTW,1353409140,1353415860
DCA,CLT,1353411120,1353416580
MEM,ATL,1353412080,1353416340
MKE,DTW,1353411900,1353416160
STL,ORD,1353412440,1353416520
LGA,BOS,1353412560,1353416460
DTW,SBN,1353459780,1353463800
LGA,CVG,1353409380,1353416340
MIA,PIT,1353416040,1353425940
ALB,IAD,1353407340,1353415380
PKB,CLE,1353412740,1353415980
RDU,BDL,1353444900,1353450540
DCA,EWR,1353412380,1353416580
ROC,DTW,1353410220,1353416580
LAX,ATL,1353436380,1353451800
IND,RDU,1353410700,1353415980
EWN,CLT,1353412440,1353416520
MCI,MDW,1353459960,1353465420
PVD,BWI,1353410820,1353415920
MEM,JAX,1353460500,1353465660
SYR,BOS,1353411720,1353416880
DTW,LGA,1353411000,1353416640
ATL,CLT,1353412440,1353416700
MDT,CVG,1353409740,1353416340
GSP,ATL,1353412980,1353416100
MDW,CMH,1353412620,1353416280
DTW,CAK,1353459660,1353463020
IAH,TYS,1353459600,1353466320
CMH,BWI,1353411840,1353415740
MSY,IAH,1353459420,1353463800
FLL,LAS,1353459900,1353479100
AVP,PHL,1353413160,1353416100
PHL,CLT,1353410580,1353416700
DTW,LGA,1353410820,1353416940
BJI,MSP,1353412380,1353416640
OGS,ALB,1353412560,1353416100
DSM,ORD,1353412320,1353416820
RUT,BOS,1353412320,1353416400
TYS,DFW,1353408960,1353417420
IAH,LBB,1353459780,1353465120
LCH,DFW,1353412740,1353416880
DTW,SEA,1353459480,1353476220
EWR,BOS,1353413400,1353416880
DTW,MBS,1353459720,1353462180
HPN,DTW,1353409740,1353416400
BWI,ATL,1353409980,1353416400
GSP,CVG,1353412260,1353416940
PHL,ATL,1353409800,1353416760
ORD,CVG,1353412500,1353416700
ORD,CLE,1353460020,1353464160
RDU,CLT,1353413040,1353416100
FLL,ATL,1353409920,1353417000
MHT,LGA,1353408960,1353416460
IND,BOS,1353408600,1353416460
GRB,DTW,1353412020,1353416160
MEM,IND,1353459900,1353464760
ORD,BDL,1353416040,1353423660
IAH,HRL,1353459360,1353463260
BHM,CLT,1353459720,1353465420
SFO,MIA,1353475440,1353494040
TUL,DAL,1353412860,1353415980
LGA,BOS,1353412440,1353416160
IAH,BNA,1353459720,1353466620
CHO,CLT,1353412140,1353417000
ORD,SFO,1353449340,1353466260
AVL,ATL,1353412560,1353416220
TYS,PHL,1353411420,1353416760
DAY,CLT,1353411480,1353417060
CLT,LGA,1353410340,1353416340
RDU,PHL,1353412560,1353416640
STL,MDW,1353412620,1353415860
IAH,LIT,1353445680,1353450300
HPN,ATL,1353408900,1353416940
IAH,MFE,1353446520,1353450780
EWR,DFW,1353414120,1353428280
CAK,ATL,1353410940,1353417000
CLT,LGA,1353409560,1353416820
LGA,ORD,1353408840,1353417120
DLH,MSP,1353452760,1353455640
TRI,CLT,1353413220,1353416940
DLH,MSP,1353424800,1353429120
JAX,ATL,1353412620,1353416820
SYR,PHL,1353411960,1353416760
MSP,BHM,1353460680,1353468060
LGA,BUF,1353411900,1353417000
ORD,STL,1353413700,1353417180
BUF,ORD,1353411600,1353416940
CLT,ATL,1353411960,1353416340
BOS,DCA,1353412320,1353416940
EWR,RDU,1353410820,1353416700
SDF,DFW,1353409860,1353417240
RIC,CVG,1353411480,1353416880
DEN,ABQ,1353425460,1353430020
SDF,CLT,1353461280,1353466440
SAT,IAH,1353445740,1353449160
GSP,DTW,1353409320,1353416700
DTW,CMH,1353459900,1353462840
DTW,LAN,1353461100,1353462900
BRO,IAH,1353459960,1353464160
JFK,CLT,1353409920,1353416340
MSY,ATL,1353460080,1353464820
EWR,CLT,1353410820,1353417060
BWI,RDU,1353412680,1353416400
LAX,SFO,1353480420,1353487140
LGA,MCO,1353414180,1353423960
GRR,ORD,1353414060,1353417120
HOU,MSY,1353412680,1353416280
BWI,BDL,1353412320,1353416220
JFK,SLC,1353412500,1353431400
BOS,PHL,1353412740,1353416880
ITH,EWR,1353410580,1353416400
MCO,CLT,1353411600,1353416940
BHM,DAL,1353460020,1353466320
LGA,DFW,1353411300,1353425340
BWI,ATL,1353410040,1353416640
SLC,MCI,1353460020,1353468420
DTW,AZO,1353460020,1353462480
TPA,CLT,1353411720,1353417240
RIC,BOS,1353411300,1353416460
TLH,CLT,1353427200,1353432300
DEN,DAL,1353432420,1353438540
SLC,DFW,1353416160,1353424740
CRP,DFW,1353412680,1353417300
MCI,CLE,1353409860,1353416460
PHF,ATL,1353410760,1353416640
TPA,ATL,1353411000,1353416820
BNA,CLT,1353459900,1353464520
PIA,DFW,1353416640,1353424080
PHL,BOS,1353413340,1353417300
DTW,ORF,1353460440,1353466440
ROC,CLE,1353411840,1353416580
FLL,MYR,1353460200,1353465840
SYR,CLE,1353409200,1353416700
AGS,CLT,1353413520,1353417000
IAD,DFW,1353415500,1353426540
IND,MEM,1353413040,1353417480
CLT,CAE,1353414480,1353417000
FSD,DFW,1353416220,1353424020
PGV,CLT,1353412380,1353417180
LGA,DCA,1353459840,1353464760
MSP,ORD,1353430500,1353434880
TPA,PNS,1353411300,1353416700
PIT,CLT,1353411660,1353416940
DCA,LGA,1353412320,1353416760
JFK,MIA,1353407820,1353417720
IND,MSP,1353432960,1353438660
ROC,BOS,1353412500,1353417540
TLH,ATL,1353413220,1353417420
PVD,PHL,1353412200,1353416820
CHS,ORD,1353409200,1353416700
ABE,DTW,1353410040,1353416760
LAX,SFO,1353424140,1353428940
ORD,CLE,1353413040,1353417420
DTW,PIT,1353414060,1353417180
DFW,SFO,1353475440,1353489300
EVV,ATL,1353412200,1353416820
MSP,RDU,1353460080,1353468720
AVL,CLT,1353413640,1353417060
RDU,LGA,1353411360,1353417600
AZO,MSP,1353411480,1353416460
ILM,PHL,1353410820,1353416940
RDU,MEM,1353410520,1353417420
LEX,DCA,1353411660,1353417120
IND,MCO,1353410460,1353417600
BWI,PWM,1353412200,1353416940
PNS,ATL,1353412500,1353416640
TLH,CLT,1353411780,1353417120
BWI,BOS,1353413040,1353417660
DAL,IAH,1353460080,1353463860
ABE,ATL,1353409260,1353417120
LGA,CMH,1353416520,1353423000
JAN,IAH,1353412200,1353416880
SAT,IAH,1353414420,1353417720
AEX,IAH,1353432360,1353435660
CVG,CLT,1353411300,1353416820
OKC,DAL,1353413580,1353416520
LGA,PHL,1353414240,1353417360
PIT,PHL,1353412380,1353416820
HHH,CLT,1353412380,1353417540
LGA,DCA,1353412440,1353416940
PHL,EWR,1353445860,1353448800
CLE,MDW,1353413400,1353417120
PHL,CVG,1353409440,1353416880
LGA,ORD,1353409200,1353417720
LGA,MIA,1353413100,1353425160
DCA,CLT,1353411840,1353416760
ATL,SAN,1353461700,1353477960
CVG,ATL,1353412680,1353417780
ATL,FLL,1353411000,1353416700
FLL,TLH,1353412380,1353416940
DTW,ATL,1353409980,1353417360
MCO,MIA,1353414600,1353417780
GSO,ATL,1353413160,1353417600
CLE,MDT,1353460800,1353465600
LAS,SNA,1353461160,1353465780
CLE,BNA,1353411660,1353416640
RDU,ORD,1353411000,1353417900
DCA,CVG,1353411720,1353417060
SEA,SMF,1353461520,1353467820
RIC,IAD,1353461100,1353463200
LEX,ORD,1353430620,1353435480
HTS,CLT,1353411900,1353417000
MGM,DFW,1353416520,1353423540
CHA,ATL,1353414060,1353417600
AMA,DAL,1353413160,1353416820
BWI,CVG,1353410460,1353416940
MDW,MCI,1353421920,1353426480
LAX,ABQ,1353426060,1353432300
SAT,ORD,1353416940,1353425820
HVN,PHL,1353412740,1353417000
DSM,MSP,1353452940,1353456840
BQK,ATL,1353413040,1353417180
TPA,EWR,1353409140,1353417900
PIT,ORD,1353412380,1353417660
MLB,ATL,1353412560,1353417840
BNA,CLT,1353412560,1353417360
FWA,ORD,1353460260,1353463920
JAN,ATL,1353412980,1353417600
LGA,ORD,1353415440,1353424860
MSP,MDW,1353412500,1353417300
LEX,CLT,1353412440,1353417360
LGA,ATL,1353408780,1353417480
DEN,PHX,1353416520,1353422640
DTW,BNA,1353412260,1353417540
SAN,LAX,1353461100,1353463380
BTR,ATL,1353412800,1353417540
MDW,ATL,1353410760,1353416940
TYS,MEM,1353413100,1353417600
CMH,CLT,1353411060,1353417000
DFW,JAN,1353468780,1353473160
ORD,MBS,1353413880,1353417300
PIT,ATL,1353411000,1353417180
XNA,MEM,1353413940,1353417600
CVG,DFW,1353417300,1353425640
BUF,ATL,1353408960,1353417000
PNS,ATL,1353412740,1353417180
DFW,MFE,1353413340,1353417960
ORD,LEX,1353425160,1353428700
MSN,DTW,1353433800,1353437880
BHM,MEM,1353414420,1353417780
DTW,BMI,1353464220,1353468300
IND,IAH,1353408840,1353417780
MIA,DFW,1353416880,1353429540
SLK,BOS,1353412800,1353417600
IND,CLT,1353411540,1353417180
TPA,TLH,1353413280,1353417120
GTR,ATL,1353412800,1353417120
ROA,LGA,1353411660,1353417660
FLL,LGA,1353460260,1353469380
DTW,ORD,1353412800,1353417240
EWR,IND,1353410700,1353417660
LGA,BHM,1353459960,1353470340
MSY,IAH,1353413760,1353418080
CHO,LGA,1353412800,1353417300
SDF,MIA,1353414600,1353425880
MSS,ALB,1353413220,1353417600
IAD,MIA,1353409380,1353418140
ORD,DEN,1353446400,1353454140
PHX,DFW,1353416820,1353425280
IAD,BGM,1353416400,1353420600
ATL,HOU,1353409740,1353417840
CLL,DFW,1353414960,1353418140
TPA,PHL,1353409680,1353418020
LGA,DCA,1353412800,1353417360
DRT,IAH,1353413100,1353417540
BOS,HYA,1353415800,1353417600
MCO,PHL,1353409680,1353417960
LIT,DAL,1353413220,1353416880
MHT,PHL,1353412380,1353417960
ORD,IND,1353415200,1353418200
RIC,DTW,1353408900,1353417480
MIA,EYW,1353415740,1353418260
AEX,ATL,1353412560,1353418020
CLE,MEM,1353411120,1353417960
BOS,JFK,1353413760,1353418140
SMF,ONT,1353461400,1353466020
LGA,CLT,1353410700,1353418260
DFW,SJC,1353417600,1353430680
BNA,MEM,1353414180,1353417960
BWI,PHL,1353415320,1353418200
LGA,PIT,1353412080,1353417720
RSW,IAH,1353409140,1353418080
ORF,BOS,1353412560,1353417660
CHS,EWR,1353410580,1353417600
JAX,MIA,1353461820,1353466020
DAB,CLT,1353412500,1353417840
DFW,MEM,1353412620,1353417420
ORD,BHM,1353461040,1353466800
JHW,BFD,1353460320,1353461940
RST,MSP,1353415800,1353418020
RDU,STL,1353416940,1353424620
DAY,PHL,1353413100,1353418140
MOB,IAH,1353412320,1353418080
LAS,ATL,1353462240,1353475620
ORD,FWA,1353415080,1353417840
BOS,CLT,1353448620,1353456300
PHL,ORD,1353411000,1353418140
MCO,LGA,1353408840,1353417960
BNA,LAS,1353417180,1353431160
MSY,MEM,1353413700,1353417900
SDF,ATL,1353412980,1353417420
BDL,ATL,1353408840,1353417540
BNA,CVG,1353413400,1353417540
HSV,ATL,1353414360,1353417420
MSP,MKE,1353413220,1353417480
LGA,CLT,1353410700,1353418740
HOU,ATL,1353463080,1353469380
BOS,BUF,1353412800,1353417420
LGA,CLT,1353410640,1353418260
PVD,CLT,1353409560,1353417660
BOS,LGA,1353412920,1353418080
AVP,ORD,1353409740,1353417540
HOU,JFK,1353414900,1353426120
LAX,MEM,1353404460,1353417360
CMH,PHL,1353413100,1353418200
CLE,LGA,1353412680,1353418380
BMI,ATL,1353412500,1353417900
DCA,MKE,1353412080,1353418440
MDW,PIT,1353412740,1353417360
DCA,CMH,1353412560,1353417540
ORF,ATL,1353411420,1353417720
PHL,MIA,1353409260,1353418860
ABI,DFW,1353416340,1353418800
LIT,ATL,1353412560,1353417720
MIA,EWR,1353416160,1353426180
DEN,ORD,1353416460,1353426480
CHS,LGA,1353411480,1353417840
BLI,SEA,1353415980,1353418260
ORD,CLT,1353411300,1353417780
CHA,CLT,1353413100,1353418020
FLL,LGA,1353409020,1353418260
ILM,CLT,1353413280,1353417720
FLL,DFW,1353414300,1353426780
TLH,FLL,1353421500,1353428100
MSP,ATL,1353410700,1353418980
MDW,MCI,1353413160,1353417840
CLT,LEX,1353414120,1353418140
RSW,CLT,1353411360,1353417780
RIC,CLT,1353412440,1353417480
RDU,MSP,1353409140,1353418200
MIA,ATL,1353410820,1353418320
GSP,PHL,1353412620,1353418260
DCA,ORF,1353415020,1353418380
JFK,RDU,1353416640,1353423060
PBI,PHL,1353409680,1353418620
XNA,ORD,1353412800,1353418620
MSP,ORD,1353412320,1353417960
FLL,CLT,1353410580,1353417780
BTV,PHL,1353412260,1353417960
PHL,CLE,1353414120,1353418500
GCC,RKS,1353413700,1353417780
LEX,ATL,1353414000,1353418200
MSP,DCA,1353417300,1353425640
GNV,ATL,1353413760,1353418440
RDU,DCA,1353415320,1353418560
MIA,IAH,1353413820,1353424140
OMA,ORD,1353411780,1353417900
EAU,ORD,1353412860,1353418200
ORD,BWI,1353412320,1353418500
OAK,SAN,1353461760,1353466380
PHL,RDU,1353413040,1353417360
BHM,CLT,1353412500,1353418260
PBI,JFK,1353408900,1353418260
OAJ,CLT,1353412440,1353417900
SDF,CLT,1353411720,1353417900
TPA,JFK,1353409140,1353417900
TRI,ATL,1353414120,1353418500
BWI,MKE,1353410280,1353416940
ATL,CAE,1353461700,1353465240
RIC,EWR,1353415080,1353418620
BWI,CMH,1353412920,1353417360
ORF,CLT,1353413100,1353418680
TPA,JAX,1353414420,1353417300
ROA,PHL,1353412440,1353418440
MCI,MEM,1353413160,1353418020
RNO,LAX,1353468300,1353473580
PBI,IAH,1353408840,1353418740
BOS,JFK,1353461460,1353466440
TUL,ORD,1353412020,1353418560
LGA,ATL,1353409080,1353418020
DAL,HOU,1353414480,1353417480
ORD,SBN,1353415800,1353418020
BWI,ATL,1353410940,1353417960
CLT,ORF,1353414720,1353418500
SYR,MSP,1353409860,1353417780
SBY,CLT,1353412080,1353418500
IAH,MEM,1353413040,1353418200
DAL,MCI,1353412620,1353417720
LAN,MSP,1353412500,1353417660
JAX,JFK,1353410340,1353417780
VPS,ATL,1353414420,1353418140
PIT,PHL,1353414660,1353418560
OKC,PHX,1353417540,1353425280
FLL,ATL,1353411660,1353418200
JAN,MEM,1353414240,1353418020
BNA,ATL,1353414240,1353417960
PHL,DTW,1353413040,1353418740
SAT,MDW,1353415200,1353424260
BOS,CLT,1353409080,1353418500
PIT,DFW,1353412680,1353423840
IAH,STL,1353461940,1353469080
DCA,PHL,1353414660,1353418320
DCA,DTW,1353413160,1353418740
CLE,MKE,1353462060,1353466560
SHV,DFW,1353415020,1353418800
ALB,ORD,1353409740,1353418680
STL,ATL,1353412440,1353418080
LIT,DFW,1353413400,1353419340
MEM,CLT,1353412620,1353418440
MDT,PHL,1353415500,1353418680
BOS,MIA,1353407040,1353418860
OMA,DFW,1353412560,1353418920
LGA,RIC,1353461760,1353467100
FLL,TPA,1353413400,1353416940
PIT,LGA,1353414540,1353418680
SEA,PHX,1353461640,1353471600
DCA,MEM,1353409080,1353417180
MCO,JFK,1353408960,1353418080
DTW,CVG,1353414900,1353418680
SUX,ORD,1353413280,1353418920
CLT,OAJ,1353415080,1353418260
LAS,SAN,1353462660,1353466080
PBI,ATL,1353412740,1353419040
DCA,PIT,1353421440,1353425880
BOS,MDW,1353409440,1353418860
CLE,ALB,1353414120,1353418620
BGR,PHL,1353411480,1353418800
LFT,ATL,1353412380,1353418560
MLU,ATL,1353412560,1353418440
PHL,LGA,1353414900,1353418500
CLE,MHT,1353461640,1353468600
CAE,DFW,1353408960,1353418920
DCA,PVD,1353413820,1353418800
CLE,IAH,1353418200,1353428640
FSD,ORD,1353412140,1353418680
CLT,CVG,1353414360,1353418740
IAH,EWR,1353413100,1353423840
CMH,DCA,1353413580,1353418980
GPT,CLT,1353412200,1353418200
HOU,BWI,1353417780,1353427380
MCO,IAH,1353409620,1353419100
BHM,MIA,1353412560,1353418980
MHT,TPA,1353414840,1353426780
BHM,ORD,1353411780,1353418380
PHL,ITH,1353414300,1353418320
AUS,MEM,1353413100,1353418440
SHV,MEM,1353413880,1353417660
MSP,ORD,1353414300,1353417840
IAH,STL,1353447120,1353454020
PHL,ELM,1353415020,1353418260
ATL,ORD,1353411540,1353418380
ACK,BOS,1353416100,1353418680
TPA,MEM,1353411180,1353418320
BOS,ORD,1353409260,1353419040
DTW,IAH,1353408120,1353418320
TOL,ORD,1353415680,1353419160
CMH,ATL,1353413580,1353418680
FAY,ATL,1353413820,1353418380
DTW,DFW,1353414480,1353424020
MLI,ATL,1353412380,1353418620
MSY,DAL,1353413280,1353418320
STL,MEM,1353413760,1353418440
MIA,CLT,1353411360,1353418380
DLH,ORD,1353412440,1353418380
CID,ORD,1353414120,1353418140
AVP,CLT,1353410700,1353418380
BOS,LGA,1353412620,1353418560
MHT,ATL,1353412560,1353424380
BWI,DFW,1353413460,1353425100
ALO,ORD,1353414780,1353419100
DSM,MEM,1353413580,1353418500
MOB,CLT,1353413040,1353418800
DFW,CLT,1353409680,1353418140
JFK,ATL,1353409500,1353419040
AUS,DFW,1353415440,1353419100
ROC,ATL,1353410940,1353418320
SMF,DEN,1353418260,1353426600
BUF,CLT,1353411600,1353418440
CHS,PHL,1353413040,1353418860
SAV,PHL,1353410640,1353418920
RDU,MDW,1353411780,1353418260
BOS,ATL,1353408840,1353418920
CMH,MEM,1353411540,1353418860
RDU,JFK,1353412620,1353418080
HLN,GTF,1353416640,1353418080
VPS,CLT,1353413160,1353419040
DCA,MSP,1353410400,1353418860
ATL,LGA,1353411120,1353418620
CLT,IAH,1353408720,1353419040
MKE,MEM,1353412380,1353418680
HOU,DAL,1353415080,1353418620
ORF,LGA,1353422340,1353428340
SRQ,CLT,1353411900,1353418620
SNA,OAK,1353463140,1353468600
JFK,BUF,1353422220,1353426660
PHL,MSP,1353416820,1353426660
OKC,ORD,1353411540,1353419100
RIC,PHL,1353414660,1353418620
IAH,CLT,1353410880,1353418860
AUS,PHX,1353418140,1353427080
PNS,MIA,1353417600,1353424800
RSW,PHL,1353409440,1353419100
SNA,PHX,1353462180,1353466320
DFW,ATL,1353411840,1353418740
PHL,PHF,1353455100,1353459960
HOU,MSY,1353423540,1353427080
ORD,CVG,1353414840,1353419520
TPA,IAH,1353410880,1353419280
LGA,BNA,1353417840,1353426180
PIT,ATL,1353413280,1353419340
TUL,ATL,1353413040,1353419100
ACK,MVY,1353417660,1353418740
FLL,PHL,1353409140,1353418560
BWI,DTW,1353414480,1353419520
DFW,AMA,1353418740,1353422520
IAD,CLT,1353412500,1353418860
HPN,PHL,1353415020,1353418380
DFW,TYS,1353417960,1353424980
ORD,DEN,1353419040,1353426900
SLC,PHX,1353417780,1353423000
MCI,ATL,1353412500,1353419100
MIA,PHL,1353408960,1353418320
HSV,CLT,1353413040,1353419160
ILM,ATL,1353413460,1353418440
MDW,PHX,1353412740,1353425160
MDW,EWR,1353412740,1353419400
ATL,DCA,1353412980,1353418560
CAK,ATL,1353412740,1353418500
EWR,MKE,1353409860,1353418980
MVY,HYA,1353422580,1353423480
MCO,ATL,1353413640,1353419100
PHX,DFW,1353453420,1353461460
ATL,MEM,1353414480,1353419040
DAL,STL,1353412980,1353418440
SBN,ATL,1353412380,1353418740
PHL,SYR,1353414540,1353418920
DTW,DFW,1353417900,1353426720
CLT,SAV,1353415320,1353419160
ORD,EWR,1353412380,1353419280
ATL,TPA,1353414300,1353419340
MSN,DTW,1353415560,1353419400
RSW,BOS,1353409020,1353419280
CMH,MSP,1353412620,1353419220
CLT,IAD,1353414600,1353418680
STL,BWI,1353412680,1353419220
DTW,MSP,1353412980,1353419040
MCO,ORD,1353409320,1353419460
ICT,ORD,1353411660,1353418500
IAH,LFT,1353461880,1353465480
PWM,PHL,1353412500,1353419100
MSP,CLT,1353409380,1353418680
DFW,ORD,1353411420,1353419460
GPT,ATL,1353414300,1353418860
DTW,LGA,1353413940,1353419400
HPN,LEB,1353417900,1353422700
MCO,ORD,1353409620,1353419580
HYA,ACK,1353417300,1353418500
SRQ,ATL,1353413760,1353419280
BDL,PHL,1353413520,1353419220
LAX,SJC,1353462180,1353466920
JFK,MCO,1353408840,1353418920
ORD,IAH,1353410040,1353419520
MSP,ORD,1353413520,1353419460
FNT,MSP,1353413220,1353418380
CVG,PHL,1353413220,1353418740
MEM,ATL,1353412920,1353419160
MGM,CLT,1353412380,1353419040
EWR,FLL,1353409080,1353418620
CLE,BDL,1353414000,1353419100
ORD,LGA,1353412560,1353419400
CLE,MKE,1353413760,1353418080
ORD,PHL,1353412320,1353418860
IAH,ATL,1353412680,1353418920
BOS,JFK,1353462480,1353466560
BUR,LAS,1353463560,1353466920
CLT,GSO,1353415680,1353418800
BWI,MDW,1353412380,1353418920
IND,ORD,1353416160,1353419340
DAY,MSP,1353411840,1353418680
MCO,BOS,1353408780,1353418620
DFW,CLT,1353418380,1353426780
GRR,ORD,1353423060,1353427860
MKE,CLT,1353411420,1353419280
BHM,ATL,1353414420,1353419340
DFW,IAH,1353416100,1353419520
MDW,ATL,1353412680,1353418860
BOS,MSP,1353417000,1353427620
MSP,LAS,1353416040,1353427200
JAX,MEM,1353412620,1353418740
OKC,STL,1353414180,1353418680
DSM,MDW,1353412740,1353417900
CLT,BHM,1353414480,1353419280
CWA,DTW,1353414360,1353418860
MLU,IAH,1353415680,1353419460
DSM,DEN,1353412980,1353418860
LGA,FLL,1353408960,1353419160
BDL,DTW,1353412920,1353418980
CHS,MIA,1353413700,1353419640
FLL,JFK,1353409140,1353419160
TPA,FLL,1353414900,1353419040
JFK,ROC,1353414720,1353419160
EWR,IAD,1353415080,1353419520
HOU,ATL,1353412680,1353418860
MCI,IAH,1353412080,1353419460
TLH,DFW,1353450600,1353460020
JFK,TPA,1353408900,1353418620
LGA,MDW,1353409260,1353417540
PIT,IAH,1353408360,1353419640
JFK,SYR,1353414780,1353418680
MCO,PNS,1353412800,1353419040
LAX,LAS,1353421200,1353425100
SAV,ATL,1353415260,1353419640
FAT,LAX,1353418740,1353422460
ATL,ORF,1353422520,1353428040
TYS,ORD,1353414180,1353419520
DSM,ATL,1353412740,1353419700
ORD,PHL,1353412920,1353419580
AGS,ATL,1353415380,1353419160
PHL,BUF,1353414300,1353419280
BUF,MSP,1353411840,1353419220
ORD,BNA,1353414480,1353418980
ATL,ICT,1353462600,1353470880
BIL,DEN,1353416100,1353422700
FLL,IAH,1353409560,1353419880
FLL,MEM,1353409920,1353419340
TUL,ORD,1353417660,1353424200
BHM,DCA,1353413220,1353420060
SDF,MEM,1353414120,1353418860
ORD,MEM,1353412440,1353418140
SGF,ATL,1353413340,1353419700
FAT,SAN,1353423660,1353428100
ALB,ATL,1353409320,1353419460
MDW,MSP,1353424560,1353428760
MLU,DFW,1353415440,1353419760
RSW,ORD,1353413220,1353424740
IAH,GPT,1353462540,1353467220
ORF,MDW,1353411840,1353419100
MSP,CLT,1353462240,1353471060
ATL,MDW,1353412320,1353418620
EUG,SEA,1353466740,1353470580
IND,MIA,1353410580,1353419640
ORF,ATL,1353422340,1353428700
DAY,JFK,1353412740,1353419520
TPA,CAK,1353410700,1353418680
BTR,MEM,1353414300,1353418560
IAH,OKC,1353417420,1353422880
LIT,MEM,1353415140,1353418860
ATL,TPA,1353462480,1353467940
ORD,MCI,1353424380,1353429240
PIT,MDW,1353413640,1353419040
MVY,EWB,1353418980,1353419640
IAH,IAD,1353416700,1353426780
FLL,TLH,1353412800,1353419340
HPN,CLT,1353410640,1353418980
JAX,LGA,1353410640,1353419280
DAL,ABQ,1353417060,1353423060
RDU,BOS,1353412260,1353418680
LGA,RDU,1353416160,1353422640
JFK,PBI,1353409200,1353418680
DFW,JAX,1353416880,1353424500
SAT,DAL,1353416040,1353419340
FLL,JFK,1353414420,1353424200
LAR,DEN,1353416460,1353419040
DCA,BHM,1353418080,1353426060
LGA,PIT,1353413220,1353418920
MDW,MSP,1353413700,1353417900
MCO,DFW,1353418680,1353428760
IAH,GJT,1353423240,1353433500
SBN,DTW,1353416280,1353419400
ORF,PHL,1353415980,1353419760
ILM,LGA,1353413880,1353419400
CLE,LGA,1353462900,1353468420
SPS,DFW,1353417360,1353419760
ORD,ATL,1353412560,1353419280
PHF,CLT,1353413640,1353419220
BDL,CLT,1353411180,1353419160
BNA,MSP,1353412200,1353419460
BWI,PVD,1353414960,1353418980
ORD,LGA,1353412380,1353418560
PHL,MDW,1353411420,1353418800
MKE,BWI,1353412560,1353418680
RDU,MIA,1353412440,1353419820
ONT,DEN,1353418440,1353426180
LSE,DTW,1353414300,1353419460
MDW,BOS,1353417540,1353425280
BNA,EWR,1353462480,1353469740
MAF,HOU,1353414480,1353418740
GSP,DCA,1353414600,1353419400
BWI,BNA,1353412920,1353419400
TPA,ATL,1353422520,1353427860
LRD,IAH,1353414780,1353418920
EWR,ALB,1353419400,1353424500
ACK,HYA,1353418500,1353419700
HYA,ACK,1353417300,1353418500
ACK,HYA,1353418500,1353419700
LIT,STL,1353415200,1353419040
IND,LGA,1353412500,1353419340
GEG,SEA,1353415980,1353419700
DTW,DCA,1353414660,1353420120
DTW,DFW,1353409500,1353420000
BWI,MHT,1353414720,1353419160
MSP,ORD,1353415080,1353419880
FAR,ORD,1353412080,1353419160
GFK,DEN,1353412500,1353419520
PHL,MYR,1353414540,1353420360
MCI,PHL,1353415920,1353424740
ATL,CMH,1353414360,1353419280
SDF,EWR,1353411180,1353418980
HPN,DCA,1353416340,1353420480
GSP,BWI,1353414720,1353419040
CVG,MSP,1353412680,1353419280
CLE,MSP,1353413700,1353419940
STL,MCI,1353415800,1353419040
CVG,LGA,1353412440,1353419220
PVD,DTW,1353413040,1353419400
CVG,MEM,1353412980,1353419220
CLT,DAY,1353414120,1353419280
BNA,MDW,1353413880,1353418740
ORD,MSP,1353414600,1353418800
ATL,DCA,1353413460,1353418800
CLE,IAH,1353408840,1353420180
CAE,PHL,1353414540,1353419640
ATL,PHL,1353411540,1353419220
COS,DEN,1353416340,1353419580
PIT,DTW,1353415920,1353419460
DCA,DTW,1353414300,1353419220
ORD,DTW,1353414840,1353419760
DEN,AMA,1353423600,1353427740
AUS,DEN,1353448020,1353455820
EWR,BNA,1353411480,1353420000
SAT,MEM,1353412560,1353418800
ORD,MKE,1353417780,1353420000
MIA,DCA,1353411360,1353419940
CMH,MIA,1353410640,1353419760
LYH,CLT,1353415440,1353419520
BDL,RSW,1353412740,1353423900
RIC,ATL,1353413340,1353419220
HRL,DAL,1353414300,1353419220
STL,DAL,1353412620,1353418020
ICT,DEN,1353414420,1353419940
BNA,DCA,1353413820,1353419880
IAD,ABE,1353418200,1353422280
EWR,CLT,1353411660,1353419160
PDX,PHX,1353463260,1353472680
CRP,HOU,1353416760,1353419460
BIL,SEA,1353416040,1353424860
LAS,LAX,1353463380,1353466740
BOS,DCA,1353413580,1353419700
TUS,ABQ,1353416220,1353419640
FWA,ATL,1353412500,1353419760
OMA,DEN,1353413820,1353419400
DCA,ATL,1353412800,1353419520
TLH,MIA,1353419760,1353424320
MDT,ATL,1353412920,1353420000
ICT,IAH,1353413280,1353419460
BUF,PHL,1353414420,1353419940
BOS,ACK,1353416700,1353419880
DSM,MSP,1353416280,1353420000
CLE,ORD,1353415980,1353420000
BOS,IAD,1353412740,1353419160
SAV,LGA,1353412800,1353420000
LRD,DFW,1353415560,1353420720
BNA,MIA,1353412680,1353420300
BTR,IAH,1353415260,1353419340
CLE,EWR,1353415020,1353420240
BOS,PBI,1353416640,1353427800
MEM,DFW,1353414960,1353420240
MCI,MDW,1353414300,1353419160
LSE,MSP,1353417300,1353419940
OKC,DFW,1353416760,1353420300
SEA,PHX,1353416940,1353426900
JST,AOO,1353427200,1353429120
DFW,IAD,1353417180,1353426660
SLC,DEN,1353415020,1353419700
SAT,ATL,1353413100,1353420240
